uniprot_disease_accession	attribute	value
DI-02788	MIM_id	 125852
DI-02788	acronym	IDDM2.
DI-02788	MedGen_id	 C1852092.
DI-02788	MeSH_id	 D003922.
DI-02779	canonical	Diabetes mellitus, insulin-dependent, 20.
DI-02779	definition	A multifactorial disorder of glucose homeostasis that is characterized by susceptibility to ketoacidosis in the absence of insulin therapy. Clinical features are polydipsia, polyphagia and polyuria which result from hyperglycemia-induced osmotic diuresis and secondary thirst. These derangements result in long-term complications that affect the eyes, kidneys, nerves, and blood vessels.
DI-02779	keyword	KW-0219:Diabetes mellitus.
DI-02779	MIM_id	 612520
DI-02779	acronym	IDDM20.
DI-02779	MedGen_id	 C2675866.
DI-02779	MeSH_id	 D003922.
DI-02780	canonical	Diabetes mellitus, insulin-dependent, 22.
DI-02780	definition	A multifactorial disorder of glucose homeostasis that is characterized by susceptibility to ketoacidosis in the absence of insulin therapy. Clinical features are polydipsia, polyphagia and polyuria which result from hyperglycemia-induced osmotic diuresis and secondary thirst. These derangements result in long-term complications that affect the eyes, kidneys, nerves, and blood vessels.
DI-02780	keyword	KW-0219:Diabetes mellitus.
DI-02780	MIM_id	 612522
DI-02780	acronym	IDDM22.
DI-02780	MedGen_id	 C2675864.
DI-02780	MeSH_id	 D003922.
DI-02784	canonical	Diabetes mellitus, ketosis-prone.
DI-02784	definition	An atypical form of diabetes mellitus characterized by an acute initial presentation with severe hyperglycemia and ketosis, as seen in classic type 1 diabetes, but after initiation of insulin therapy, prolonged remission is often possible with cessation of insulin therapy and maintenance of appropriate metabolic control. Metabolic studies show a markedly blunted insulin secretory response to glucose, partially reversible with the improvement of blood glucose control. Variable levels of insulin resistance are observed, especially in obese patients. Pancreatic beta-cell autoimmunity is a rare finding.
DI-02784	keyword	KW-0219:Diabetes mellitus.
DI-02784	MIM_id	 612227
DI-02784	acronym	KPD.
DI-02784	MedGen_id	 C0743110.
DI-02784	MeSH_id	 D003920.
DI-02031	canonical	Diabetes mellitus, neonatal, with congenital hypothyroidism.
DI-02031	definition	A syndrome of neonatal diabetes syndrome associated with congenital hypothyroidism, congenital glaucoma, hepatic fibrosis and polycystic kidneys.
DI-02031	synonym	NDH syndrome.
DI-02031	keyword	KW-0219:Diabetes mellitus.
DI-02031	keyword	KW-0984:Congenital hypothyroidism.
DI-02031	MIM_id	 610199
DI-02031	acronym	NDH.
DI-02031	MedGen_id	 C1857775.
DI-02031	MeSH_id	 D003409.
DI-02031	MeSH_id	 D003920.
DI-02060	canonical	Diabetes mellitus, non-insulin-dependent.
DI-02060	definition	A multifactorial disorder of glucose homeostasis caused by a lack of sensitivity to the body's own insulin. Affected individuals usually have an obese body habitus and manifestations of a metabolic syndrome characterized by diabetes, insulin resistance, hypertension and hypertriglyceridemia. The disease results in long-term complications that affect the eyes, kidneys, nerves, and blood vessels.
DI-02060	synonym	Adult-onset diabetes mellitus.
DI-02060	synonym	Diabetes mellitus type 2.
DI-02060	synonym	Diabetes mellitus type II.
DI-02060	synonym	Maturity-onset diabetes.
DI-02060	synonym	Noninsulin-dependent diabetes mellitus.
DI-02060	synonym	T2D.
DI-02060	keyword	KW-0219:Diabetes mellitus.
DI-02060	MIM_id	 125853
DI-02060	acronym	NIDDM.
DI-02060	MedGen_id	 C0011860.
DI-02060	MedGen_id	 C1852091.
DI-02060	MeSH_id	 D003924.
DI-02781	canonical	Diabetes mellitus, non-insulin-dependent, 1.
DI-02781	definition	A multifactorial disorder of glucose homeostasis caused by a lack of sensitivity to the body's own insulin. Affected individuals usually have an obese body habitus and manifestations of a metabolic syndrome characterized by diabetes, insulin resistance, hypertension and hypertriglyceridemia. The disease results in long-term complications that affect the eyes, kidneys, nerves, and blood vessels.
DI-02781	keyword	KW-0219:Diabetes mellitus.
DI-02781	MIM_id	 601283
DI-02781	acronym	NIDDM1.
DI-02781	MedGen_id	 C1832544.
DI-02781	MeSH_id	 D003924.
DI-04265	canonical	Diabetes mellitus, non-insulin-dependent, 5.
DI-04265	definition	A multifactorial disorder of glucose homeostasis caused by a lack of sensitivity to the body's own insulin. Affected individuals usually have an obese body habitus and manifestations of a metabolic syndrome characterized by diabetes, insulin resistance, hypertension and hypertriglyceridemia. The disease results in long-term complications that affect the eyes, kidneys, nerves, and blood vessels.
DI-04265	keyword	KW-0219:Diabetes mellitus.
DI-04265	MIM_id	 616087
DI-04265	acronym	NIDDM5.
DI-04265	MedGen_id	 CN221135.
DI-04265	MeSH_id	 D003924.
DI-02152	canonical	Diabetes mellitus, permanent neonatal.
DI-02152	definition	A rare form of diabetes distinct from childhood-onset autoimmune diabetes mellitus type 1. It is characterized by insulin-requiring hyperglycemia that is diagnosed within the first months of life. Permanent neonatal diabetes requires lifelong therapy.
DI-02152	synonym	DEND.
DI-02152	synonym	Developmental delay epilepsy and neonatal diabetes.
DI-02152	synonym	Diabetes mellitus permanent neonatal with neurologic features.
DI-02152	synonym	PDMI.
DI-02152	synonym	Permanent diabetes mellitus of infancy.
DI-02152	keyword	KW-0219:Diabetes mellitus.
DI-02152	MIM_id	 606176
DI-02152	acronym	PNDM.
DI-02152	MedGen_id	 C1833102.
DI-02152	MedGen_id	 C1833104.
DI-02152	MedGen_id	 C1853564.
DI-02152	MeSH_id	 D003920.
DI-00392	canonical	Diamond-Blackfan anemia 1.
DI-00392	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of developing leukemia. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre-Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-00392	synonym	Aase syndrome.
DI-00392	synonym	Aase-Smith syndrome II.
DI-00392	synonym	BDS.
DI-00392	synonym	Blackfan-Diamond syndrome.
DI-00392	synonym	Chronic congenital aregenerative anemia.
DI-00392	synonym	Congenital erythroid hypoplastic anemia.
DI-00392	synonym	Congenital hypoplastic anemia of Blackfan and Diamond.
DI-00392	synonym	DBA.
DI-00392	synonym	Erythrogenesis imperfecta.
DI-00392	synonym	Pure hereditary red cell aplasia.
DI-00392	keyword	KW-1024:Diamond-Blackfan anemia.
DI-00392	MIM_id	 105650
DI-00392	acronym	DBA1.
DI-00392	MedGen_id	 C1260899.
DI-00392	MedGen_id	 C2676137.
DI-00392	MeSH_id	 D029503.
DI-02685	canonical	Diamond-Blackfan anemia 10.
DI-02685	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of malignancy. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre- Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-02685	keyword	KW-1024:Diamond-Blackfan anemia.
DI-02685	MIM_id	 613309
DI-02685	acronym	DBA10.
DI-02685	MedGen_id	 C2750080.
DI-02685	MeSH_id	 D029503.
DI-03608	canonical	Diamond-Blackfan anemia 11.
DI-03608	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of malignancy. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre- Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-03608	keyword	KW-1024:Diamond-Blackfan anemia.
DI-03608	MIM_id	 614900
DI-03608	acronym	DBA11.
DI-03608	MedGen_id	 C3554042.
DI-03608	MedGen_id	 CN160292.
DI-03608	MeSH_id	 D029503.
DI-03972	canonical	Diamond-Blackfan anemia 12.
DI-03972	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of malignancy. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre- Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-03972	keyword	KW-1024:Diamond-Blackfan anemia.
DI-03972	MIM_id	 615550
DI-03972	acronym	DBA12.
DI-03972	MedGen_id	 C3809888.
DI-03972	MedGen_id	 CN182206.
DI-03972	MeSH_id	 D029503.
DI-04161	canonical	Diamond-Blackfan anemia 13.
DI-04161	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of malignancy. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre- Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-04161	keyword	KW-1024:Diamond-Blackfan anemia.
DI-04161	MIM_id	 615909
DI-04161	acronym	DBA13.
DI-04161	MedGen_id	 CN197014.
DI-04161	MeSH_id	 D029503.
DI-04366	canonical	Diamond-Blackfan anemia 14, with mandibulofacial dysostosis.
DI-04366	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of malignancy. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre- Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-04366	keyword	KW-1024:Diamond-Blackfan anemia.
DI-04366	MIM_id	 300946
DI-04366	acronym	DBA14.
DI-04366	MedGen_id	 CN228774.
DI-04366	MeSH_id	 D029503.
DI-04370	canonical	Diamond-Blackfan anemia 15, with mandibulofacial dysostosis.
DI-04370	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of malignancy. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre- Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-04370	synonym	Diamond-Blackfan anemia with microtia and cleft palate.
DI-04370	keyword	KW-1024:Diamond-Blackfan anemia.
DI-04370	MIM_id	 606164
DI-04370	acronym	DBA15.
DI-04370	MedGen_id	 C1853576.
DI-04370	MeSH_id	 D029503.
DI-00393	canonical	Diamond-Blackfan anemia 3.
DI-00393	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of developing leukemia. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre-Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-00393	keyword	KW-1024:Diamond-Blackfan anemia.
DI-00393	MIM_id	 610629
DI-00393	acronym	DBA3.
DI-00393	MedGen_id	 C1857719.
DI-00393	MeSH_id	 D029503.
DI-00394	canonical	Diamond-Blackfan anemia 4.
DI-00394	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of developing leukemia. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre-Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-00394	keyword	KW-1024:Diamond-Blackfan anemia.
DI-00394	MIM_id	 612527
DI-00394	acronym	DBA4.
DI-00394	MedGen_id	 C2675860.
DI-00394	MeSH_id	 D029503.
DI-00395	canonical	Diamond-Blackfan anemia 5.
DI-00395	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of malignancy. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre- Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-00395	keyword	KW-1024:Diamond-Blackfan anemia.
DI-00395	MIM_id	 612528
DI-00395	acronym	DBA5.
DI-00395	MedGen_id	 C2675859.
DI-00395	MeSH_id	 D029503.
DI-00396	canonical	Diamond-Blackfan anemia 6.
DI-00396	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of malignancy. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre- Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-00396	synonym	Aase syndrome.
DI-00396	synonym	Aase-Smith syndrome II.
DI-00396	keyword	KW-1024:Diamond-Blackfan anemia.
DI-00396	MIM_id	 612561
DI-00396	acronym	DBA6.
DI-00396	MedGen_id	 C0265265.
DI-00396	MeSH_id	 D029503.
DI-00397	canonical	Diamond-Blackfan anemia 7.
DI-00397	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of malignancy. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre- Robin syndrome and cleft palate), thumb and urogenital anomalies.
DI-00397	keyword	KW-1024:Diamond-Blackfan anemia.
DI-00397	MIM_id	 612562
DI-00397	acronym	DBA7.
DI-00397	MedGen_id	 C2675512.
DI-00397	MeSH_id	 D029503.
DI-00398	canonical	Diamond-Blackfan anemia 8.
DI-00398	definition	A form of Diamond-Blackfan anemia, a congenital non-regenerative hypoplastic anemia that usually presents early in infancy. Diamond- Blackfan anemia is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of malignancy. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre- Robin syndrome and cleft palate), thumb and urogenital anomalies.
